make_model,body_type,price,vat,km,previous_owners,next_inspection,inspection_new,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,cylinders,drive_chain,fuel,emission_class,comfort_convenience,entertainment_media,extras,safety_security,gears,displacement_cc,age_years,first_registered_month,hp_kw,condition,warranty_months,upholstery_type,upholstery_color,weight_kg,combined_l_per_100km,city_l_per_100km,country_l_per_100km,emissions_g_co2/km
Audi A3,Sedans,18950,,36900.0,1,2020-10,,Blue,metallic,5,5,Manual,4,,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Tinted windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Roof rack","ABS,Central door lock,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Xenon headlights",6,1968.0,2,10.0,110.0,Used,,Part leather,,1380.0,4.4,5.2,3.9,111.0
Audi A3,Sedans,18950,,62603.0,,,,Red,,3,5,Manual,4,,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system,Tinted windows","Bluetooth,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Alarm system,Driver-side airbag,Electronic stability control,Passenger-side airbag,Xenon headlights",6,1598.0,2,1.0,81.0,Used,12,,,1795.0,,,,
Audi A3,Sedans,18950,,62603.0,,,,Red,,3,5,Manual,4,,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Navigation system,Park Distance Control,Power windows","Bluetooth,On-board computer,Radio",Alloy wheels,"ABS,Alarm system,Driver-side airbag,Electronic stability control,Passenger-side airbag,Xenon headlights",6,1598.0,2,1.0,81.0,Used,12,,,1795.0,,,,
Audi A3,Station wagon,18950,VAT deductible,25000.0,1,2020-07,,Grey,metallic,4,5,Manual,,,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",,1598.0,2,7.0,85.0,Used,,Cloth,Black,,4.2,4.7,3.9,109.0
Audi A3,Sedans,18950,VAT deductible,39900.0,1,2020-02,,Grey,metallic,4,5,Manual,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Sport package,Sport seats,Sport suspension,Trailer hitch,Voice Control","ABS,Central door lock,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights",6,1598.0,2,2.0,81.0,Used,,Cloth,Grey,,4.0,4.7,3.6,107.0
Audi A3,Compact,18945,VAT deductible,56469.0,,,,White,metallic,5,5,Manual,3,front,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Power windows,Start-stop system","CD player,Hands-free equipment,MP3,On-board computer,Radio",Alloy wheels,"ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,999.0,2,5.0,85.0,Used,,Cloth,Black,1155.0,4.5,5.5,3.9,104.0
Audi A3,Sedans,18930,VAT deductible,77000.0,1,,Yes,Black,,5,5,Manual,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Sport seats,Sport suspension","ABS,Adaptive Cruise Control,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",,1598.0,2,2.0,81.0,Used,,Cloth,Black,,3.9,4.6,3.5,106.0
Audi A3,Sedans,18930,,19851.0,1,,Yes,Grey,metallic,5,5,Manual,,,Benzine,,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,999.0,2,3.0,85.0,Used,,Part leather,Grey,,4.7,5.7,4.1,107.0
Audi A3,Sedans,18995,,47000.0,,,,Black,,4,5,Manual,4,,Diesel,Euro 6,"Air conditioning,Electrical side mirrors,Hill Holder,Power windows,Start-stop system","Bluetooth,CD player,MP3,On-board computer,Radio","Alloy wheels,Voice Control","ABS,Central door lock with remote control,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,1968.0,2,3.0,110.0,Used,,,,1385.0,4.1,5.0,3.6,108.0
Audi A3,Sedans,18995,VAT deductible,15200.0,1,2021-03,,Blue,metallic,4,5,Manual,,,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Auxiliary heating,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Digital radio,Hands-free equipment,On-board computer,Radio,Sound system,USB","Alloy wheels,Voice Control","ABS,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",,1598.0,1,3.0,85.0,Used,,Cloth,Black,,4.2,4.7,3.9,109.0
Audi A3,Station wagon,18990,VAT deductible,24246.0,1,,,Red,metallic,5,5,Manual,3,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,MP3,On-board computer,Radio,Sound system,USB",Alloy wheels,"ABS,Adaptive Cruise Control,Central door lock,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,999.0,2,4.0,85.0,Used,24,Cloth,Black,1180.0,4.8,5.8,4.2,110.0
Audi A3,Station wagon,18990,VAT deductible,19805.0,1,,,Yellow,metallic,5,5,Manual,3,,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Park Distance Control,Power windows,Seat heating","Bluetooth,CD player,MP3,On-board computer,Radio,Sound system,USB",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Traction control,Xenon headlights",6,999.0,2,3.0,85.0,Used,12,,,1180.0,4.8,,4.2,110.0
Audi A3,Station wagon,18990,VAT deductible,24246.0,1,,,Red,metallic,5,5,Manual,3,,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Navigation system,Park Distance Control,Power windows,Seat heating","Bluetooth,CD player,MP3,On-board computer,Radio,Sound system,USB",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Traction control,Xenon headlights",6,999.0,2,4.0,85.0,Used,24,,,1180.0,4.8,,4.2,110.0
Audi A3,Sedans,18920,VAT deductible,13466.0,1,,Yes,Black,,4,5,Manual,3,front,Benzine,Euro 6,"Air conditioning,Armrest,Electrical side mirrors,Electric tailgate,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,999.0,2,5.0,85.0,Used,12,Cloth,Black,1255.0,4.7,5.7,4.1,108.0
Audi A3,Sedans,18990,,49276.0,1,,,Grey,metallic,5,5,Manual,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat ventilation,Split rear seats,Start-stop system,Tinted windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system",Alloy wheels,"ABS,Adaptive Cruise Control,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,1598.0,1,3.0,85.0,Used,,Cloth,Black,1335.0,4.0,4.5,3.7,106.0
Audi A3,Station wagon,18990,Price negotiable,39000.0,1,,,Black,metallic,5,5,Manual,5,front,Diesel,,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Split rear seats,Start-stop system","Bluetooth,Digital radio,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Sport package,Sport suspension,Voice Control","ABS,Adaptive Cruise Control,Central door lock,Central door lock with remote control,Driver-side airbag,Fog lights,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control",6,1598.0,2,3.0,85.0,Used,,Cloth,Black,,,,,
Audi A3,Sedans,18990,VAT deductible,25541.0,1,2020-06,,White,metallic,4,,Manual,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,Radio,Sound system",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,1598.0,2,6.0,85.0,Used,,Cloth,Grey,1335.0,4.1,4.6,3.8,107.0
Audi A3,Station wagon,18990,VAT deductible,25813.0,1,,,Red,metallic,5,5,Manual,3,,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Navigation system,Park Distance Control,Power windows,Seat heating","Bluetooth,CD player,MP3,On-board computer,Radio,Sound system,USB",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Traction control,Xenon headlights",6,999.0,2,4.0,85.0,Used,24,,,1180.0,4.8,,4.2,110.0
Audi A3,Sedans,18899,,51376.0,2,,Yes,Brown,metallic,4,5,Manual,,,Diesel,,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",,2000.0,2,3.0,110.0,Used,12,Cloth,Black,,,,,
Audi A3,Sedans,18990,,49000.0,,,,Black,,5,5,Manual,4,,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Navigation system,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,On-board computer,Radio","Alloy wheels,Sport suspension","ABS,Central door lock,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,1598.0,2,5.0,85.0,Used,,,,1260.0,4.0,4.5,3.7,106.0
Audi A3,Sedans,18990,,49000.0,,,,Black,,5,5,Manual,4,,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Navigation system,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,On-board computer,Radio","Alloy wheels,Sport suspension","ABS,Central door lock,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,1598.0,2,5.0,85.0,Used,,,,1260.0,4.0,4.5,3.7,106.0
Audi A3,Sedans,18990,,52000.0,1,,,Grey,,5,5,Manual,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system",Alloy wheels,"ABS,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,1598.0,2,1.0,81.0,Used,12,Cloth,Grey,1350.0,4.0,4.7,3.6,107.0
Audi A3,Sedans,18990,VAT deductible,41000.0,1,,,Grey,metallic,5,5,Manual,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Heads-up display,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,USB","Alloy wheels,Sport suspension,Voice Control","ABS,Central door lock with remote control,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Head airbag,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control",6,1598.0,1,6.0,85.0,Used,,Part leather,Black,1260.0,4.1,4.6,3.8,108.0
